PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"38466611","Vertical Integration and the Transformation of American Medicine","Khullar D, Casalino LP, Bond AM.","N Engl J Med. 2024 Mar 14;390(11):965-967. doi: 10.1056/NEJMp2313406. Epub 2024 Mar 9.","Khullar D","N Engl J Med","2024","2024/03/11","","","10.1056/NEJMp2313406"
"38973739","Funding Postauthorization Vaccine-Safety Science","Salmon DA, Orenstein WA, Plotkin SA, Chen RT.","N Engl J Med. 2024 Jul 11;391(2):102-105. doi: 10.1056/NEJMp2402379. Epub 2024 Jul 6.","Salmon DA","N Engl J Med","2024","2024/07/08","","","10.1056/NEJMp2402379"
"39197097","Mpox in Pregnancy - Risks, Vertical Transmission, Prevention, and Treatment","Nachega JB, Mohr EL, Dashraath P, Mbala-Kingebeni P, Anderson JR, Myer L, Gandhi M, Baud D, Mofenson LM, Muyembe-Tamfum JJ; Mpox Research Consortium (MpoxReC).","N Engl J Med. 2024 Oct 10;391(14):1267-1270. doi: 10.1056/NEJMp2410045. Epub 2024 Aug 28.","Nachega JB","N Engl J Med","2024","2024/08/28","","","10.1056/NEJMp2410045"
"39991938","The Changing Approach to Addiction - From Incarceration to Treatment and Recovery Support","Kelly JF, Volkow ND, Koh HK.","N Engl J Med. 2025 Feb 27;392(9):833-836. doi: 10.1056/NEJMp2414224. Epub 2025 Feb 22.","Kelly JF","N Engl J Med","2025","2025/02/24","","","10.1056/NEJMp2414224"
"39778185","Manufactured Chemicals and Children's Health - The Need for New Law","The Consortium For Children's Environmental Health, Wirth DA, Cropper M, Axelrad DA, Bald C, Bhatnagar A, Birnbaum LS, Burke TA, Chiles TC, Geiser K, Griffin C, Kumar P, Mandrioli D, Park Y, Raps H, Roger A, Smith TR, States JC, Straif K, Tickner JA, Wagner W, Wang Z, Whitman EM, Woodruff TJ, Yousuf A, Landrigan PJ.","N Engl J Med. 2025 Jan 16;392(3):299-305. doi: 10.1056/NEJMms2409092. Epub 2025 Jan 8.","The Consortium For Children's Environmental Health","N Engl J Med","2025","2025/01/08","","","10.1056/NEJMms2409092"
"39620465","Medicare's New Mandatory Bundled-Payment Program - Are We Ready for TEAM?","Shashikumar SA, Ryan AM, Joynt Maddox KE.","N Engl J Med. 2024 Dec 5;391(22):2065-2067. doi: 10.1056/NEJMp2410850. Epub 2024 Nov 30.","Shashikumar SA","N Engl J Med","2024","2024/12/02","","","10.1056/NEJMp2410850"
"39167814","The Future of Medicare and the Role of Traditional Medicare as Competitor","McWilliams JM.","N Engl J Med. 2024 Aug 22;391(8):763-769. doi: 10.1056/NEJMsb2313939.","McWilliams JM","N Engl J Med","2024","2024/08/21","","","10.1056/NEJMsb2313939"
"41358590","Prime Editing for p47(phox)-Deficient Chronic Granulomatous Disease","Gori JL, Haddad E, Frangoul H, Kohn DB, Morris EC, Martin BN, Deary BA, Nickerson M, Scholz RL, Fernandez I, Leveille K, De Ravin SS, Kang EM, Pierzynski M, Estwick T, Littel P, Kuhns DB, Long Priel DA, Teira P, Turvey S, Arnold J, Evans MD, McManus M, Carpenter B, Waterman DP, Anzalone AV, Petrusich A, Osuna CE, O'Malley TT, Stewart-Ornstein J, Heath JM, Nehilla BJ, Asmal M, Malech HL.","N Engl J Med. 2025 Dec 7. doi: 10.1056/NEJMoa2509807. Online ahead of print.","Gori JL","N Engl J Med","2025","2025/12/08","","","10.1056/NEJMoa2509807"
"39602623","Clearing Dense Drug-Patent Thickets","Chao B, Whalen R, Kesselheim AS, Tu SS.","N Engl J Med. 2024 Dec 12;391(23):2180-2182. doi: 10.1056/NEJMp2412999. Epub 2024 Nov 27.","Chao B","N Engl J Med","2024","2024/11/27","","","10.1056/NEJMp2412999"
"39938093","The Consequences of Silencing the ""Voice of CDC""","Rasmussen SA, Lindegren ML, Altman LK, Iademarco MF.","N Engl J Med. 2025 Sep 18;393(11):e16. doi: 10.1056/NEJMp2501622. Epub 2025 Feb 12.","Rasmussen SA","N Engl J Med","2025","2025/02/12","","","10.1056/NEJMp2501622"
"38324485","Neurovascular Complications of Iatrogenic Fusarium solani Meningitis","Strong N, Meeks G, Sheth SA, McCullough L, Villalba JA, Tan C, Barreto A, Wanger A, McDonald M, Kan P, Shaltoni H, Campo Maldonado J, Parada V, Hassan AE, Reagan-Steiner S, Chiller T, Gold JAW, Smith DJ, Ostrosky-Zeichner L.","N Engl J Med. 2024 Feb 8;390(6):522-529. doi: 10.1056/NEJMoa2308192.","Strong N","N Engl J Med","2024","2024/02/07","PMC11905984","NIHMS2063674","10.1056/NEJMoa2308192"
"40658693","The Second Life of Jacqui B","Earnest M, Khazanie P.","N Engl J Med. 2025 Jul 17;393(3):214-215. doi: 10.1056/NEJMp2506783. Epub 2025 Jul 12.","Earnest M","N Engl J Med","2025","2025/07/14","","","10.1056/NEJMp2506783"
"39991936","The Moral Injury of Inhaler Prescribing","Feldman WB, Furie G.","N Engl J Med. 2025 Feb 27;392(9):836-839. doi: 10.1056/NEJMp2412383. Epub 2025 Feb 22.","Feldman WB","N Engl J Med","2025","2025/02/24","","","10.1056/NEJMp2412383"
"39158139","Transforming Narratives of Gun Violence","Masiakos PT, Chéry CM, Gardner R, Gordon E.","N Engl J Med. 2024 Aug 22;391(8):673-675. doi: 10.1056/NEJMp2408294. Epub 2024 Aug 17.","Masiakos PT","N Engl J Med","2024","2024/08/19","","","10.1056/NEJMp2408294"
"39465898","Large Language Models and the Degradation of the Medical Record","McCoy LG, Manrai AK, Rodman A.","N Engl J Med. 2024 Oct 31;391(17):1561-1564. doi: 10.1056/NEJMp2405999. Epub 2024 Oct 26.","McCoy LG","N Engl J Med","2024","2024/10/28","","","10.1056/NEJMp2405999"
"40929633","Marburg Virus Disease in Rwanda, 2024 - Public Health and Clinical Responses","Nsanzimana S, Remera E, Nkeshimana M, Westergaard RP, Firew T, Semakula M, Seruyange E, Neil KL, Kreuger MJ, Bekele A, Biramahire J, Bizimana A, Chirombo B, Diaz J, Dushimimana G, Fischer WA 2nd, Fletcher TE, Fowler R, Gatera MR, Giuliani R, Goldberg J, Hakorimana F, Hatchett R, Ingabire Z, Ingabire L, Ishimwe A, Isingizwe G, Jacquerioz F, Kayigi E, Kazindu S, Manirafasha A, Mills EJ, Mugabo H, Mukagatare I, Murayire J, Musanabaganwa C, Mushuru E, Mutesa L, Muvunyi CM, Muvunyi R, Mwiseneza L, Nahayo E, Ndayiragije V, Ndayisabye H, Ndayishimiye GS, Ngabonziza JCS, Niwemuhoza MG, Niyigaba N, Niyonshuti P, Niyonizeye MG, Nsekuye O, Ntakambirwa DK, Ntawuyirusha E, Ntihumbya JB, Nyirigira G, Rojek A, Rukundo A, Rwabihama JP, Rwamwejo F, Shumbusho G, Sibomana JP, Turatsinze D, Uwamahoro DL, Uwimana FX, Butera Y, Twagirumugabe T, Rwagasore E; Rwanda MVD Outbreak Response Team.","N Engl J Med. 2025 Sep 11;393(10):983-993. doi: 10.1056/NEJMoa2415816.","Nsanzimana S","N Engl J Med","2025","2025/09/10","","","10.1056/NEJMoa2415816"
"40658666","New Mammography Tools - The Need for Clinically Meaningful Assessment Standards","Hyams B, Kerlikowske K, Redberg RF.","N Engl J Med. 2025 Jul 17;393(3):211-213. doi: 10.1056/NEJMp2500274. Epub 2025 Jul 12.","Hyams B","N Engl J Med","2025","2025/07/14","","","10.1056/NEJMp2500274"
"38973724","Four Decades of Orphan Drugs and Priorities for the Future","Sinha MS, Stern AD, Rai AK.","N Engl J Med. 2024 Jul 11;391(2):100-102. doi: 10.1056/NEJMp2401487. Epub 2024 Jul 6.","Sinha MS","N Engl J Med","2024","2024/07/08","","","10.1056/NEJMp2401487"
"39248359","Ingesting Risk - The FDA and New Food Ingredients","Cohen PA, Broad Leib EM.","N Engl J Med. 2024 Sep 12;391(10):875-877. doi: 10.1056/NEJMp2403165. Epub 2024 Sep 7.","Cohen PA","N Engl J Med","2024","2024/09/09","","","10.1056/NEJMp2403165"
"40929634","Medications for Opioid Use Disorder in County Jails - Outcomes after Release","Friedmann PD, Wilson D, Stopka TJ, Bernson D, Pivovarova E, Ferguson W, Hoskinson RA Jr, Rottapel RE, Bovell-Ammon B, Gaba A, Morgan JR, Senst T, Hayes E, Evans EA; MassJCOIN Research Hub.","N Engl J Med. 2025 Sep 11;393(10):994-1003. doi: 10.1056/NEJMsa2415987.","Friedmann PD","N Engl J Med","2025","2025/09/10","PMC12646036","NIHMS2082756","10.1056/NEJMsa2415987"
"39680629","Well Known to Us","Wu K.","N Engl J Med. 2024 Dec 19;391(24):2288-2289. doi: 10.1056/NEJMp2404334. Epub 2024 Dec 14.","Wu K","N Engl J Med","2024","2024/12/16","","","10.1056/NEJMp2404334"
"39620451","The Care That Saved Me","McCarthy S.","N Engl J Med. 2024 Dec 5;391(22):2072-2073. doi: 10.1056/NEJMp2407628. Epub 2024 Nov 30.","McCarthy S","N Engl J Med","2024","2024/12/02","","","10.1056/NEJMp2407628"
"39132948","In Pursuit of Polka Dots","Hayes C.","N Engl J Med. 2024 Aug 15;391(7):582-583. doi: 10.1056/NEJMp2404101. Epub 2024 Aug 10.","Hayes C","N Engl J Med","2024","2024/08/12","","","10.1056/NEJMp2404101"
"39752558","Leveraging Old Hepatitis C Therapies","Tu SS, Kottilil S, Mattingly TJ 2nd.","N Engl J Med. 2024 Dec 28. doi: 10.1056/NEJMp2409842. Online ahead of print.","Tu SS","N Engl J Med","2024","2025/01/03","","","10.1056/NEJMp2409842"
"38407284","Partnering to Enhance Clinical Trial Retention of Black Men","Nolan TS, Gregory J, Joseph JJ.","N Engl J Med. 2024 Feb 29;390(9):778-779. doi: 10.1056/NEJMp2313402. Epub 2024 Feb 24.","Nolan TS","N Engl J Med","2024","2024/02/26","PMC11212104","NIHMS1993253","10.1056/NEJMp2313402"
"39813654","Sex, Gender, and Sexuality in the Journal","Reede JY, Rubin EJ, Jones DS, Higgins A, Marsella J, Maldonado B, Richardson SS, Halem J, Manion J, Streed CG Jr.","N Engl J Med. 2025 Jan 16;392(3). doi: 10.1056/NEJMp2416170.","Reede JY","N Engl J Med","2025","2025/01/15","","","10.1056/NEJMp2416170"
"38345577","But My White Count …","Colgrove R.","N Engl J Med. 2024 Feb 15;390(7):586-587. doi: 10.1056/NEJMp2313303. Epub 2024 Feb 10.","Colgrove R","N Engl J Med","2024","2024/02/12","","","10.1056/NEJMp2313303"
"38381672","Unions at the Tip of the Iceberg: NOS Episode 2.4","","N Engl J Med. 2024 Feb 22;390(8):e19. doi: 10.1056/NEJMp2400692.","","N Engl J Med","2024","2024/02/21","","","10.1056/NEJMp2400692"
"38810192","Thirst, Hunger, and Nephrogenic Diabetes Insipidus","Bichet DG, Bockenhauer D.","N Engl J Med. 2024 May 30;390(20):1922-1924. doi: 10.1056/NEJMcibr2400066.","Bichet DG","N Engl J Med","2024","2024/05/29","","","10.1056/NEJMcibr2400066"
"39383455","The Failing U.S. Health System","Blumenthal D, Gumas E, Shah A.","N Engl J Med. 2024 Oct 31;391(17):1566-1568. doi: 10.1056/NEJMp2410855. Epub 2024 Oct 9.","Blumenthal D","N Engl J Med","2024","2024/10/09","","","10.1056/NEJMp2410855"
"38647098","Hospital Consolidation and Physician Unionization","Schulman K, Richman B.","N Engl J Med. 2024 Apr 25;390(16):1445-1447. doi: 10.1056/NEJMp2400463. Epub 2024 Apr 20.","Schulman K","N Engl J Med","2024","2024/04/22","","","10.1056/NEJMp2400463"
"38657270","Welcoming the Era of Gene Editing in Medicine","Daley GQ.","N Engl J Med. 2024 May 9;390(18):1642-1645. doi: 10.1056/NEJMp2314279. Epub 2024 Apr 24.","Daley GQ","N Engl J Med","2024","2024/04/24","","","10.1056/NEJMp2314279"
"39465894","""Blessed Be the Fruit"" - The Contemporary Rise of Pronatalism","Forati R, Bartz D.","N Engl J Med. 2024 Oct 31;391(17):1569-1571. doi: 10.1056/NEJMp2410208. Epub 2024 Oct 26.","Forati R","N Engl J Med","2024","2024/10/28","","","10.1056/NEJMp2410208"
"39602636","Building Bone while Making Milk","Hofbauer LC.","N Engl J Med. 2024 Nov 28;391(21):2052-2054. doi: 10.1056/NEJMcibr2409260.","Hofbauer LC","N Engl J Med","2024","2024/11/27","","","10.1056/NEJMcibr2409260"
"41395876","How to Save a Life","Russell SW.","N Engl J Med. 2025 Dec 18;393(24):2391-2393. doi: 10.1056/NEJMp2507294. Epub 2025 Dec 13.","Russell SW","N Engl J Med","2025","2025/12/15","","","10.1056/NEJMp2507294"
"39693561","Changing Medicare Payment to Strengthen Primary Care","Jacobs DB, LaBonte CT, Seshamani M.","N Engl J Med. 2025 Jan 16;392(3):211-213. doi: 10.1056/NEJMp2413193. Epub 2024 Dec 18.","Jacobs DB","N Engl J Med","2025","2024/12/18","","","10.1056/NEJMp2413193"
"38502049","What I Do Not Tell the Medical Student","Andrist E.","N Engl J Med. 2024 Mar 21;390(12):1066-1067. doi: 10.1056/NEJMp2313322. Epub 2024 Mar 16.","Andrist E","N Engl J Med","2024","2024/03/19","","","10.1056/NEJMp2313322"
"41160828","Misunderstandings: NOS Episode 3.3","","N Engl J Med. 2025 Oct 30;393(17):e27. doi: 10.1056/NEJMp2514234.","","N Engl J Med","2025","2025/10/29","","","10.1056/NEJMp2514234"
"40586443","Defining Health Care ""Corporatization""","Fuse Brown EC.","N Engl J Med. 2025 Jul 3;393(1):1-3. doi: 10.1056/NEJMp2415485. Epub 2025 Jun 28.","Fuse Brown EC","N Engl J Med","2025","2025/06/30","","","10.1056/NEJMp2415485"
"39991934","One Size Fits … Some","Chammas D.","N Engl J Med. 2025 Feb 27;392(9):839-841. doi: 10.1056/NEJMp2412418. Epub 2025 Feb 22.","Chammas D","N Engl J Med","2025","2025/02/24","","","10.1056/NEJMp2412418"
"39007542","The Ethics of Relational AI - Expanding and Implementing the Belmont Principles","Sim I, Cassel C.","N Engl J Med. 2024 Jul 18;391(3):193-196. doi: 10.1056/NEJMp2314771. Epub 2024 Jul 13.","Sim I","N Engl J Med","2024","2024/07/15","","","10.1056/NEJMp2314771"
"39651792","Autopsy of a Drug Withdrawal - The Case of Melphalan Flufenamide","Kanapuru B, Carioti T, Gormley N, Pazdur R.","N Engl J Med. 2024 Dec 12;391(23):2177-2179. doi: 10.1056/NEJMp2412068. Epub 2024 Dec 7.","Kanapuru B","N Engl J Med","2024","2024/12/09","","","10.1056/NEJMp2412068"
"38078505","Medicine's Lessons for AI Regulation","Stark L.","N Engl J Med. 2023 Dec 14;389(24):2213-2215. doi: 10.1056/NEJMp2309872. Epub 2023 Dec 9.","Stark L","N Engl J Med","2023","2023/12/11","","","10.1056/NEJMp2309872"
"40192252","Breaking the Sacred Promise","Jayawardena A.","N Engl J Med. 2025 Apr 10;392(14):1360-1361. doi: 10.1056/NEJMp2415113. Epub 2025 Apr 5.","Jayawardena A","N Engl J Med","2025","2025/04/07","","","10.1056/NEJMp2415113"
"40742259","Human Papillomavirus and Cancer","Barzilay JR, Feldman S, Burke AE, Ling E, Williams S, Solomon CG.","N Engl J Med. 2025 Jul 31;393(5):e6. doi: 10.1056/NEJMp2414535.","Barzilay JR","N Engl J Med","2025","2025/07/31","","","10.1056/NEJMp2414535"
"38314909","The Risks of Normalizing Parental Vaccine Hesitancy","Higgins DM, O'Leary ST.","N Engl J Med. 2024 Feb 8;390(6):485-487. doi: 10.1056/NEJMp2313742. Epub 2024 Feb 3.","Higgins DM","N Engl J Med","2024","2024/02/05","","","10.1056/NEJMp2313742"
"41283217","A Wrinkled White Coat","Pacult MA.","N Engl J Med. 2025 Nov 27;393(21):2080-2081. doi: 10.1056/NEJMp2504410. Epub 2025 Nov 22.","Pacult MA","N Engl J Med","2025","2025/11/24","","","10.1056/NEJMp2504410"
"38198189","The Overdose Crisis among U.S. Adolescents","Friedman J, Hadland SE.","N Engl J Med. 2024 Jan 11;390(2):97-100. doi: 10.1056/NEJMp2312084. Epub 2024 Jan 6.","Friedman J","N Engl J Med","2024","2024/01/10","PMC10979414","NIHMS1977911","10.1056/NEJMp2312084"
"38598793","Walking the Dog: NOS Episode 2.9","","N Engl J Med. 2024 Apr 11;390(14):e35. doi: 10.1056/NEJMp2400698.","","N Engl J Med","2024","2024/04/10","","","10.1056/NEJMp2400698"
"38502045","Physicians, Spirituality, and Compassionate Patient Care","Sulmasy DP.","N Engl J Med. 2024 Mar 21;390(12):1061-1063. doi: 10.1056/NEJMp2310498. Epub 2024 Mar 16.","Sulmasy DP","N Engl J Med","2024","2024/03/19","","","10.1056/NEJMp2310498"
"38708836","All's Fair in Love and Work","Adžemović T.","N Engl J Med. 2024 May 9;390(18):1645-1647. doi: 10.1056/NEJMp2400248. Epub 2024 May 4.","Adžemović T","N Engl J Med","2024","2024/05/06","","","10.1056/NEJMp2400248"
"39248339","Centering the Peripheral Brain - The History of Reference Tools in Medicine","Lea AS, Podolsky SH.","N Engl J Med. 2024 Sep 12;391(10):878-880. doi: 10.1056/NEJMp2404690. Epub 2024 Sep 7.","Lea AS","N Engl J Med","2024","2024/09/09","","","10.1056/NEJMp2404690"
"38436406","""Ridding the Race of His Defective Blood"" - Eugenics in the Journal, 1906-1948","Lombardo PA.","N Engl J Med. 2024 Mar 7;390(10):869-873. doi: 10.1056/NEJMp2307346. Epub 2024 Mar 2.","Lombardo PA","N Engl J Med","2024","2024/03/04","","","10.1056/NEJMp2307346"
"39442047","How the Idea of Social Contagion Shaped Trans Medicine","Slagstad K.","N Engl J Med. 2024 Oct 24;391(16):1546-1551. doi: 10.1056/NEJMms2407430.","Slagstad K","N Engl J Med","2024","2024/10/23","","","10.1056/NEJMms2407430"
"39536234","Lessons from England's National Health Service","Ferris TG, Dixon J, Blumenthal D.","N Engl J Med. 2024 Nov 14;391(19):1852-1859. doi: 10.1056/NEJMhpr2407495.","Ferris TG","N Engl J Med","2024","2024/11/13","","","10.1056/NEJMhpr2407495"
"39752557","When Diversity Goals Meet Multiregional Trials","Mehta GU, Pazdur R, Bumpus NN, Califf RM.","N Engl J Med. 2024 Dec 28. doi: 10.1056/NEJMp2409392. Online ahead of print.","Mehta GU","N Engl J Med","2024","2025/01/03","","","10.1056/NEJMp2409392"
"39216099","""Do You Feel Safe at Home?""","Rotter LK.","N Engl J Med. 2024 Sep 5;391(9):785-787. doi: 10.1056/NEJMp2403217. Epub 2024 Aug 31.","Rotter LK","N Engl J Med","2024","2024/08/31","","","10.1056/NEJMp2403217"
"38598570","Progress for Parkinson's?: ITT Episode 28","","N Engl J Med. 2024 Apr 4;390(13):e34. doi: 10.1056/NEJMp2414003.","","N Engl J Med","2024","2024/04/10","","","10.1056/NEJMp2414003"
"41051086","Pharmaceutical Wholesalers - Under-the-Radar Middlemen?","Rooke-Ley H, Sachs RE.","N Engl J Med. 2025 Oct 9;393(14):1358-1360. doi: 10.1056/NEJMp2507855. Epub 2025 Oct 4.","Rooke-Ley H","N Engl J Med","2025","2025/10/06","","","10.1056/NEJMp2507855"
"38973751","Medicare Advantage and Consolidation's New Frontier - The Danger of UnitedHealthcare for All","Rooke-Ley H, Shah S, Fuse Brown EC.","N Engl J Med. 2024 Jul 11;391(2):97-99. doi: 10.1056/NEJMp2405438. Epub 2024 Jul 6.","Rooke-Ley H","N Engl J Med","2024","2024/07/08","","","10.1056/NEJMp2405438"
"39760331","The Plight of ""Dual Noneligible"" People in the United States","Velasquez DE, Roberts ET, Figueroa JF.","N Engl J Med. 2025 Jan 9;392(2):105-107. doi: 10.1056/NEJMp2413121. Epub 2025 Jan 4.","Velasquez DE","N Engl J Med","2025","2025/01/06","","","10.1056/NEJMp2413121"
"40009824","Medicaid on the Chopping Block","Park E.","N Engl J Med. 2025 Sep 18;393(11):e17. doi: 10.1056/NEJMp2501855. Epub 2025 Feb 26.","Park E","N Engl J Med","2025","2025/02/26","","","10.1056/NEJMp2501855"
"41115239","Living in the Present Tense","Feinstein JA.","N Engl J Med. 2025 Oct 23;393(16):1561-1563. doi: 10.1056/NEJMp2503832. Epub 2025 Oct 18.","Feinstein JA","N Engl J Med","2025","2025/10/20","","","10.1056/NEJMp2503832"
"39311116","The Role of Physicians on Ethics Committees after Dobbs","Minkoff H, Marshall MF.","N Engl J Med. 2024 Sep 26;391(12):1075-1077. doi: 10.1056/NEJMp2405202. Epub 2024 Sep 21.","Minkoff H","N Engl J Med","2024","2024/09/23","","","10.1056/NEJMp2405202"
"38630999","Fair Allocation of GLP-1 and Dual GLP-1-GIP Receptor Agonists","Emanuel EJ, Dellgren JL, McCoy MS, Persad G.","N Engl J Med. 2024 May 30;390(20):1839-1842. doi: 10.1056/NEJMp2400978. Epub 2024 Apr 17.","Emanuel EJ","N Engl J Med","2024","2024/04/17","","","10.1056/NEJMp2400978"
"39964086","Resilience and the Fallacy of ""One Size Fits All""","Rosenberg AR.","N Engl J Med. 2025 Feb 20;392(8):731-733. doi: 10.1056/NEJMp2412014. Epub 2025 Feb 15.","Rosenberg AR","N Engl J Med","2025","2025/02/18","","","10.1056/NEJMp2412014"
"39813645","Open and Endoscopic Carpal-Tunnel Release","Emin A, Konda N, Venus M.","N Engl J Med. 2025 Jan 16;392(3):e11. doi: 10.1056/NEJMvcm2212874.","Emin A","N Engl J Med","2025","2025/01/15","","","10.1056/NEJMvcm2212874"
"38507747","The Plight of DEI Leaders - Heavy Expectations and Limited Protection","Maybank A.","N Engl J Med. 2024 Apr 11;390(14):1258-1260. doi: 10.1056/NEJMp2402660. Epub 2024 Mar 20.","Maybank A","N Engl J Med","2024","2024/03/20","","","10.1056/NEJMp2402660"
"38407324","Practicing Medicine in the Culture Wars - Gender-Affirming Care and the Battles over Clinician Autonomy","Ulrich MR.","N Engl J Med. 2024 Feb 29;390(9):779-781. doi: 10.1056/NEJMp2313283. Epub 2024 Feb 24.","Ulrich MR","N Engl J Med","2024","2024/02/26","","","10.1056/NEJMp2313283"
"38683693","Journal Voices in the Civil Rights Era - New Horizons and Limits in Medical Publishing","Chowkwanyun M.","N Engl J Med. 2024 May 2;390(17):1541-1547. doi: 10.1056/NEJMp2307360. Epub 2024 Apr 27.","Chowkwanyun M","N Engl J Med","2024","2024/04/29","","","10.1056/NEJMp2307360"
"40162644","Rethinking Shadowing for Aspiring Physicians","Holt DB, Elster EA.","N Engl J Med. 2025 Apr 3;392(13):1249-1251. doi: 10.1056/NEJMp2500697. Epub 2025 Mar 29.","Holt DB","N Engl J Med","2025","2025/03/31","","","10.1056/NEJMp2500697"
"41061232","Restoring Confidence in Public Health","Marks P.","N Engl J Med. 2025 Nov 27;393(21):2075-2077. doi: 10.1056/NEJMp2511772. Epub 2025 Oct 8.","Marks P","N Engl J Med","2025","2025/10/08","","","10.1056/NEJMp2511772"
"40934189","Transformative Research in Cystic Fibrosis","Sorscher EJ.","N Engl J Med. 2025 Sep 25;393(12):1231-1234. doi: 10.1056/NEJMcibr2510197. Epub 2025 Sep 11.","Sorscher EJ","N Engl J Med","2025","2025/09/11","","","10.1056/NEJMcibr2510197"
"40621845","Libraries Burned, a Life Lived","Vijayan T.","N Engl J Med. 2025 Jul 10;393(2):110-111. doi: 10.1056/NEJMp2500746. Epub 2025 Jul 5.","Vijayan T","N Engl J Med","2025","2025/07/07","","","10.1056/NEJMp2500746"
"39083779","Race-Based Screening under the Public Health Ethics Microscope - The Case of Prostate Cancer","Arenas-Gallo C, Michie M, Jones N, Pronovost PJ, Vince RA Jr.","N Engl J Med. 2024 Aug 1;391(5):468-474. doi: 10.1056/NEJMms2402322.","Arenas-Gallo C","N Engl J Med","2024","2024/07/31","","","10.1056/NEJMms2402322"
"38598803","Money as Medicine - Clinicism, Cash Transfers, and the Political-Economic Determinants of Health","Reinhart E.","N Engl J Med. 2024 Apr 11;390(14):1333-1338. doi: 10.1056/NEJMms2311216.","Reinhart E","N Engl J Med","2024","2024/04/10","","","10.1056/NEJMms2311216"
"39530410","Forensic Nurse Examiners - Meeting the Needs of Survivors of Violent Crimes","Noe MC, Crandall M, Tougas C.","N Engl J Med. 2024 Nov 14;391(19):1770-1771. doi: 10.1056/NEJMp2403604. Epub 2024 Nov 9.","Noe MC","N Engl J Med","2024","2024/11/12","","","10.1056/NEJMp2403604"
"40305692","The Power of Physicians in Dangerous Times","Chen AT, Murthy VH.","N Engl J Med. 2025 May 15;392(19):1873-1875. doi: 10.1056/NEJMp2502493. Epub 2025 Apr 30.","Chen AT","N Engl J Med","2025","2025/04/30","","","10.1056/NEJMp2502493"
"41283218","Untangling the Risks of Antidepressants in Pregnancy","Huybrechts KF, Hernández-Díaz S, Bateman BT.","N Engl J Med. 2025 Nov 27;393(21):2073-2075. doi: 10.1056/NEJMp2511434. Epub 2025 Nov 22.","Huybrechts KF","N Engl J Med","2025","2025/11/24","","","10.1056/NEJMp2511434"
"41358600","Bedside to Bench - AI and the New Science of Medicine","Obermeyer Z.","N Engl J Med. 2025 Dec 11;393(23):2287-2289. doi: 10.1056/NEJMp2510203. Epub 2025 Dec 6.","Obermeyer Z","N Engl J Med","2025","2025/12/08","","","10.1056/NEJMp2510203"
"40162647","Medical School Grading - Is ""Good Enough"" Good Enough?","Iyer AA, Hirsh DA, Schwartzstein RM.","N Engl J Med. 2025 Apr 3;392(13):1254-1257. doi: 10.1056/NEJMp2415777. Epub 2025 Mar 29.","Iyer AA","N Engl J Med","2025","2025/03/31","","","10.1056/NEJMp2415777"
"40435490","Undermining Women's Health Research - Gambling with the Public's Health","Kallen AN, Whirledge S, Goldman KN, Johnson J.","N Engl J Med. 2025 Jun 12;392(22):2185-2187. doi: 10.1056/NEJMp2503576. Epub 2025 May 28.","Kallen AN","N Engl J Med","2025","2025/05/28","","","10.1056/NEJMp2503576"
"40737607","Progress Lost - The Unraveling of Medicaid and the Affordable Care Act","Oberlander J.","N Engl J Med. 2025 Aug 14;393(7):628-629. doi: 10.1056/NEJMp2509768. Epub 2025 Jul 30.","Oberlander J","N Engl J Med","2025","2025/07/30","","","10.1056/NEJMp2509768"
"39868928","What Is the Relative Value of a Baby?","Fleishman R.","N Engl J Med. 2025 Jan 30;392(5):424-425. doi: 10.1056/NEJMp2409133. Epub 2025 Jan 25.","Fleishman R","N Engl J Med","2025","2025/01/27","","","10.1056/NEJMp2409133"
"41020518","Goals for Opioid Use Disorder Medications - Protection, Remission, and Recovery","McLellan AT, Volkow ND.","N Engl J Med. 2025 Oct 2;393(13):1253-1255. doi: 10.1056/NEJMp2505377. Epub 2025 Sep 27.","McLellan AT","N Engl J Med","2025","2025/09/29","","","10.1056/NEJMp2505377"
"40162627","A Letter of Recommendation Regarding Impersonal Personal Statements","Farrell MJ, Wu TC, Raldow AC.","N Engl J Med. 2025 Apr 3;392(13):1257-1259. doi: 10.1056/NEJMp2414494. Epub 2025 Mar 29.","Farrell MJ","N Engl J Med","2025","2025/03/31","","","10.1056/NEJMp2414494"
"38924729","Racism, Medicine, and NEJM since 1812 - The Historical Roots of Injustice in Medicine, Symposium 1","Reede JY, Williams WW, Jones DS, Kerr MB, Podolsky SH, Hammonds E, Gone JP, Chowkwanyun M, Rubin EJ.","N Engl J Med. 2024 Jun 27;390(24):e62. doi: 10.1056/NEJMp2406794.","Reede JY","N Engl J Med","2024","2024/06/26","","","10.1056/NEJMp2406794"
"39357036","Health Coverage, Access, and the 2024 U.S. Elections","Glied S, Sommers BD.","N Engl J Med. 2024 Oct 17;391(15):1369-1372. doi: 10.1056/NEJMp2410671. Epub 2024 Oct 2.","Glied S","N Engl J Med","2024","2024/10/02","","","10.1056/NEJMp2410671"
