pmid,title,authors,author_count,journal,pub_year,pub_month,pub_day,pub_date,doi,article_type,abstract,abstract_length,keywords,keyword_count,language,publication_types,scraped_date
41160819,European Study of Prostate Cancer Screening - 23-Year Follow-up.,"Roobol Monique J, de Vos Ivo I, M&#xe5;nsson Marianne, Godtman Rebecka A, Talala Kirsi M, den Hond Elly, Nelen Vera, Villers Arnauld",23,The New England journal of medicine,2025,10,29,2025 10 29,10.1056/NEJMoa2503223,Original Article,"The European Randomized Study of Screening for Prostate Cancer (ERSPC) was initiated in 1993 to assess the effect of prostate-specific antigen (PSA) testing on prostate cancer mortality. Because deaths from prostate cancer are expected to rise worldwide owing to increased life expectancy and population growth, a final analysis of the long-term outcomes of prostate cancer screening is essential to understanding the benefits and harms of PSA testing. We updated the findings from ERSPC, a multicenter, randomized study conducted across eight European countries with a focus on a predefined core age group of 162,236 men who were 55 to 69 years of age at the time of randomization. Participants were randomly assigned to the screening group and offered repeated PSA testing or to the control group and not invited for screening. The primary outcome was prostate cancer mortality. After a median follow-up of 23 years, prostate cancer mortality was 13% lower in the screening group (rate ratio, 0.87; 95% confidence interval [CI], 0.80 to 0.95), and the absolute risk reduction was 0.22% (95% CI, 0.10 to 0.34). The cumulative incidence of prostate cancer was higher in the screening group than in the control group (rate ratio, 1.30; 95% CI, 1.26 to 1.33). At a median of 23 years of follow-up, one death from prostate cancer was prevented for every 456 men (95% CI, 306 to 943) who were invited for screening, and one death from prostate cancer was averted for every 12 men (95% CI, 8 to 26) in whom prostate cancer was diagnosed, as compared with one death from prostate cancer prevented for every 628 men (95% CI, 419 to 1481) and one death averted for every 18 men (95% CI, 12 to 45) at 16 years of follow-up. Long-term follow-up confirms a sustained reduction in deaths from prostate cancer with PSA testing, alongside an improved harm-benefit ratio. Future screening strategies should adopt risk-based approaches to minimize overdiagnosis while maintaining clinical benefits. (Funded by the Dutch Cancer Society and others; ERSPC ISRCTN registry number, ISRCTN49127736.).",2078,,0,eng,"Journal Article, Randomized Controlled Trial, Multicenter Study",2026-01-11 18:47:59
41160818,Trastuzumab Deruxtecan plus Pertuzumab for HER2-Positive Metastatic Breast Cancer.,"Tolaney Sara M, Jiang Zefei, Zhang Qingyuan, Barroso-Sousa Romualdo, Park Yeon Hee, Rimawi Mothaffar F, Saura Cristina, Schneeweiss Andreas",20,The New England journal of medicine,2025,10,29,2025 10 29,10.1056/NEJMoa2508668,Correspondence,"Trastuzumab deruxtecan has shown efficacy in patients with previously treated human epidermal growth factor receptor 2 (HER2)-positive advanced or metastatic breast cancer. The efficacy and safety of trastuzumab deruxtecan in patients with no previous therapy for HER2-positive advanced or metastatic breast cancer are unclear. We conducted a phase 3 trial involving patients with HER2-positive advanced or metastatic breast cancer and no previous chemotherapy or HER2-directed therapy for metastatic disease. Patients were randomly assigned in a 1:1:1 ratio to receive trastuzumab deruxtecan plus pertuzumab; trastuzumab deruxtecan plus placebo; or a taxane, trastuzumab, and pertuzumab (THP). The primary end point was progression-free survival as assessed by blinded independent central review. Secondary end points included objective response, duration of response, and safety. For this prespecified interim analysis, data for trastuzumab deruxtecan plus pertuzumab and for THP are reported; data for trastuzumab deruxtecan plus placebo remain blinded until the final analysis of progression-free survival. At the data-cutoff date (February 26, 2025), the median progression-free survival was 40.7 months with trastuzumab deruxtecan plus pertuzumab (383 patients) and 26.9 months with THP (387 patients) (hazard ratio for progression or death, 0.56; 95% confidence interval [CI], 0.44 to 0.71; P<0.00001 [P-value boundary for superiority, 0.00043]). The incidence of a confirmed response was 85.1% with trastuzumab deruxtecan plus pertuzumab and 78.6% with THP (complete responses in 15.1% and 8.5%, respectively), with a median duration of response of 39.2 months and 26.4 months. Safety was consistent with the known profiles of the individual treatments. The incidence of grade 3 or higher adverse events was 63.5% with trastuzumab deruxtecan plus pertuzumab and 62.3% with THP; the most common were neutropenia, hypokalemia, and anemia with trastuzumab deruxtecan plus pertuzumab and neutropenia, leukopenia, and diarrhea with THP. Adjudicated drug-related interstitial lung disease or pneumonitis occurred in 12.1% of patients receiving trastuzumab deruxtecan plus pertuzumab (grade 1 or 2 in 44 patients and grade 5 [death] in 2 patients) and in 1.0% of those receiving THP (all grade 1 or 2). Trastuzumab deruxtecan plus pertuzumab led to a significantly lower risk of progression or death than THP when used as first-line treatment for HER2-positive advanced or metastatic breast cancer, with no new safety signals. (Funded by AstraZeneca and Daiichi Sankyo; DESTINY-Breast09 ClinicalTrials.gov number, NCT04784715.).",2629,,0,eng,Journal Article,2026-01-11 18:47:59
41159889,A Pragmatic Trial of Glucocorticoids for Community-Acquired Pneumonia.,"Lucinde Ruth K, Gathuri Henry, Mwaniki Paul, Orindi Benedict, Otieno Edwin O, Mwakio Stella, Mulemi Lillian, Isaaka Lynda",46,The New England journal of medicine,2025,12,03,2025 12 03,10.1056/NEJMoa2507100,Correspondence,"Adjunctive glucocorticoids may reduce mortality among patients with severe community-acquired pneumonia (CAP) in well-resourced settings. Whether these drugs are beneficial in low-resource settings with limited diagnostic and treatment facilities is unclear. In this pragmatic, open-label, randomized, controlled trial conducted in 18 public hospitals in Kenya, we assigned adult patients who had received a diagnosis of CAP and who did not have a clear indication for glucocorticoids to receive either standard care for CAP or oral low-dose glucocorticoids for 10 days in addition to standard care. The primary outcome was death from any cause at 30 days after enrollment. A total of 2180 patients underwent randomization (1089 assigned to the glucocorticoid group and 1091 to the standard-care group). The median age of the patients was 53 years (interquartile range, 38 to 72); 46% were women. At day 30, deaths were reported in 530 patients (24.3%): 246 patients (22.6%) in the glucocorticoid group and 284 patients (26.0%) in the standard-care group (hazard ratio, 0.84; 95% confidence interval, 0.73 to 0.97; P&#x2009;=&#x2009;0.02). The frequencies of adverse events and serious adverse events were similar in the two trial groups. Serious adverse events that were considered to be related to glucocorticoid administration occurred in 5 patients (0.5%). In patients with CAP in a low-resource setting, adjunctive glucocorticoid therapy was associated with a lower risk of death than standard care. (Funded by Wellcome Trust and others; SONIA PACTR number, PACTR202111481740832; ISRCTN number, ISRCTN36138594.).",1617,,0,eng,"Clinical Trial, Phase IV, Journal Article, Multicenter Study, Pragmatic Clinical Trial, Randomized Controlled Trial",2026-01-11 18:47:59
41159885,Deferring Arterial Catheterization in Critically Ill Patients with Shock.,"Muller Gr&#xe9;goire, Contou Damien, Ehrmann Stephan, Martin Ma&#xeb;lle, Andreu Pascal, Kamel Toufik, Boissier Florence, Azais Marie-Ange",20,The New England journal of medicine,2025,11,13,2025 11 13,10.1056/NEJMoa2502136,Original Article,"In patients with shock, whether noninvasive blood-pressure monitoring is an effective alternative to the recommended use of an arterial catheter is uncertain. In this multicenter, open-label, noninferiority trial, we randomly assigned patients who had shock and had been admitted to an intensive care unit within the past 24 hours to receive early insertion (<4 hours after randomization) of an arterial catheter (invasive strategy) or to be monitored with an automated brachial cuff (noninvasive strategy). Insertion of an arterial catheter was allowed later in patients assigned to the noninvasive-strategy group who met prespecified safety criteria. The primary outcome was death from any cause at day 28 (noninferiority margin, 5 percentage points). Adverse events of special interest related to the blood-pressure-monitoring device that was used were recorded, as was patient-reported pain or discomfort related to the ongoing presence of the device. A total of 1010 patients underwent randomization; 504 patients assigned to the noninvasive-strategy group and 502 assigned to the invasive-strategy group were included in the analyses. A total of 74 patients (14.7%) in the noninvasive-strategy group and 493 (98.2%) in the invasive-strategy group underwent insertion of an arterial catheter. Death within 28 days occurred in 173 patients (34.3%) in the noninvasive-strategy group and 185 (36.9%) in the invasive-strategy group (adjusted risk difference, -3.2 percentage points; 95% confidence interval, -8.9 to 2.5; P&#x2009;=&#x2009;0.006 for noninferiority). Results of per-protocol analyses were similar in the two groups. A total of 66 patients (13.1%) in the noninvasive-strategy group and 45 (9.0%) in the invasive-strategy group had at least 1 day of pain or discomfort related to the ongoing presence of the blood-pressure-monitoring device. Hematoma or hemorrhage related to the arterial catheter occurred in 5 patients (1.0%) in the noninvasive-strategy group and 41 patients (8.2%) in the invasive-strategy group. Among patients with shock, results for death from any cause at day 28 indicated that management without early arterial catheter insertion was noninferior to early catheter insertion. (Funded by the French Ministry of Health; ClinicalTrials.gov number, NCT03680963.).",2297,,0,eng,"Equivalence Trial, Journal Article, Multicenter Study, Pragmatic Clinical Trial",2026-01-11 18:47:59
41159880,Selective Decontamination of the Digestive Tract during Ventilation in the ICU.,"Cuthbertson Brian H, Billot Laurent, Campbell Marion K, Daneman Nick, Davis Joshua S, Delaney Anthony, Devaux Anthony, Ferguson Niall D",26,The New England journal of medicine,2025,10,29,2025 10 29,10.1056/NEJMoa2506398,Original Article,"Whether selective decontamination of the digestive tract (SDD) reduces mortality among patients undergoing mechanical ventilation and whether it adversely affects microbial ecology in the intensive care unit (ICU) remain unclear. In an earlier analysis of data from Australia, SDD did not result in a lower incidence of in-hospital death than standard care, but data from the full international trial are needed. We randomly assigned ICUs in Australia and Canada to use SDD or to continue standard care for two 12-month periods in patients undergoing mechanical ventilation. Patients in the SDD group received specific oral and gastric antimicrobial interventions for the duration of ventilation and an intravenous antibiotic agent for the first 4 days after enrollment. All other patients in the ICU were included in an observational ecologic assessment. Previously reported data from Australia are now combined with data from Canada. The primary outcome was in-hospital death from any cause at 90 days. The secondary clinical outcomes, assessed at 90 days, were death in the ICU and the number of days alive and free of mechanical ventilation, ICU admission, and hospitalization. Microbiologic secondary outcomes included new positive cultures for bloodstream infections and antibiotic-resistant organisms. For the ecologic assessment, the microbiologic outcomes were tested for noninferiority (noninferiority margin, 2 percentage points). In this trial involving 20,000 patients in 26 ICUs, 9289 patients were enrolled in the randomized trial and 10,711 were included in the ecologic assessment. At 90 days, 1175 of 4215 patients (27.9%) in the SDD group and 1494 of 5065 (29.5%) in the standard-care group had died before hospital discharge (odds ratio, 0.93; 95% confidence interval [CI], 0.84 to 1.05; P&#x2009;=&#x2009;0.27). New bloodstream infections occurred in 4.9% of the patients in the SDD group and in 6.8% of those in the standard-care group (adjusted mean difference, -1.30 percentage points; 95% CI, -2.55 to -0.05); antibiotic-resistant organisms were cultured in 16.8% and 26.8%, respectively (adjusted mean difference, -9.60 percentage points; 95% CI, -12.40 to -6.80). In the ecologic assessment, noninferiority of SDD was not confirmed for the development of new antibiotic-resistant organisms. Adverse events considered to be related to SDD or standard care were reported in 12 patients (0.3%) in the SDD group and in no patients in the standard-care group. Serious adverse events occurred in 47 patients (1.1%) and 59 patients (1.2%), respectively. Among critically ill patients undergoing mechanical ventilation, SDD did not result in a lower incidence of in-hospital death than standard care. (Funded by the National Health and Medical Research Council of Australia and the Canadian Institutes of Health Research; ClinicalTrials.gov number, NCT02389036.).",2882,,0,eng,Journal Article,2026-01-11 18:47:59
41159879,Immediate or Deferred Nonculprit-Lesion PCI in Myocardial Infarction.,"Nijveldt Robin, Maeng Michael, Beijnink Casper W H, Piek Jan J, Al-Lamee Rasha K, Raposo Lu&#xed;s, Baptista Sergio Bravo, Escaned Javier",47,The New England journal of medicine,2025,10,29,2025 10 29,10.1056/NEJMoa2512918,Correspondence,"The preferred timing of treatment of nonculprit lesions in patients with ST-segment elevation myocardial infarction (STEMI) remains uncertain. A comparison of immediate percutaneous coronary intervention (PCI) guided by instantaneous wave-free ratio (iFR) and deferred PCI guided by cardiac stress magnetic resonance imaging (MRI) in patients with STEMI and multivessel disease is warranted. In this international, investigator-initiated, open-label, randomized, controlled trial, patients with STEMI and at least one nonculprit lesion who had undergone successful primary PCI were randomly assigned in a 1:1 ratio to immediate iFR-guided PCI (in lesions with >50% stenosis and an iFR of &#x2264;0.89 [normal value, >0.89]) or deferred cardiac stress MRI-guided PCI within 6 weeks after randomization. The primary end point was a composite of death from any cause, recurrent myocardial infarction, or hospitalization for heart failure at 3-year follow-up. The trial included 1146 patients (558 in the iFR group and 588 in the MRI group) with a mean (&#xb1;SD) age of 63&#xb1;11 years; 78% were men. A total of 237 of 556 patients (42.6%) in the iFR group and 110 of 587 patients (18.7%) in the MRI group underwent nonculprit-lesion coronary-artery PCI. A primary-end-point event occurred in 50 patients (9.3%) in the iFR group and in 55 patients (9.8%) in the MRI group (hazard ratio, 0.95; 95% confidence interval, 0.65 to 1.40; P&#x2009;=&#x2009;0.81). Serious adverse events occurred in 145 patients in the iFR group and in 181 in the MRI group. Among patients with STEMI who have undergone successful primary PCI, immediate iFR-guided PCI was not superior to deferred cardiac stress MRI-guided PCI of nonculprit coronary-artery lesions with respect to death from any cause, recurrent myocardial infarction, or hospitalization for heart failure at 3 years. (Funded by Philips Volcano and others; iMODERN ClinicalTrials.gov number, NCT03298659.).",1948,,0,eng,Journal Article,2026-01-11 18:47:59
41144631,Transcatheter or Surgical Aortic-Valve Replacement in Low-Risk Patients at 7 Years.,"Leon Martin B, Mack Michael J, Pibarot Philippe, Hahn Rebecca T, Thourani Vinod H, Kodali S H, G&#xe9;n&#xe9;reux Philippe, Kapadia Samir R",21,The New England journal of medicine,2025,10,27,2025 10 27,10.1056/NEJMoa2509766,Correspondence,"Five-year data from the PARTNER 3 trial showed that among low-risk patients with severe, symptomatic aortic stenosis, outcomes were similar among patients who had undergone transcatheter aortic-valve replacement (TAVR) and those who had undergone surgical aortic-valve replacement. Longer-term assessments of clinical outcomes and valve durability are needed. Patients were randomly assigned in a 1:1 ratio to undergo transfemoral TAVR or surgery. The first primary end point was a nonhierarchical composite of death, stroke, or rehospitalization related to the procedure, the valve, or heart failure. The second primary end point was a hierarchical composite of death, disabling stroke, nondisabling stroke, and the number of rehospitalization days related to the procedure, the valve, or heart failure, analyzed with the use of a win ratio analysis. Clinical, echocardiographic, valve-durability, and health-status end points were assessed through 7 years. A total of 1000 patients underwent randomization. In the analysis of the first primary end point, the Kaplan-Meier estimate of the incidence of an end-point event was 34.6% with TAVR and 37.2% with surgery (difference, -2.6 percentage points; 95% confidence interval [CI], -9.0 to 3.7). The win ratio for the second primary end point was 1.04 (95% CI, 0.84 to 1.30). In the TAVR and surgery groups, respectively, the Kaplan-Meier estimates for the incidence of components of the first primary end point were as follows: death, 19.5% and 16.8%; stroke, 8.5% and 8.1%; and rehospitalization, 20.6% and 23.5%. The mean (&#xb1;SD) aortic-valve gradients assessed by echocardiography at 7 years were 13.1&#xb1;8.5 mm Hg after TAVR and 12.1&#xb1;6.3 mm Hg after surgery. The percentage of bioprosthetic valves that failed was 6.9% in the TAVR group and 7.3% in the surgery group. Patient-reported outcomes were similar in the two groups. Among low-risk patients with severe, symptomatic aortic stenosis, no significant differences with respect to two primary composite end points involving death, stroke, and rehospitalization were observed at 7 years between those who had undergone TAVR and those who had undergone surgery. (Funded by Edwards Lifesciences; PARTNER 3 ClinicalTrials.gov number, NCT02675114.).",2263,,0,eng,Journal Article,2026-01-11 18:47:59
41124644,Tirzepatide vs. Semaglutide for Obesity Treatment. Reply.,Aronne Louis J,1,The New England journal of medicine,2025,10,22,2025 10 22,10.1056/NEJMc2510962,Correspondence,,0,,0,eng,"Letter, Comment",2026-01-11 18:47:59
41124643,Tirzepatide vs. Semaglutide for Obesity Treatment.,"Abdullayev Nuran, Sanduleanu Sebastian",2,The New England journal of medicine,2025,10,22,2025 10 22,10.1056/NEJMc2510962,Correspondence,,0,,0,eng,"Letter, Comment",2026-01-11 18:47:59
41124642,Tirzepatide vs. Semaglutide for Obesity Treatment.,"Muskiet Marcel H A, Winter Elizabeth M, Rensen Patrick C N",3,The New England journal of medicine,2025,10,22,2025 10 22,10.1056/NEJMc2510962,Correspondence,,0,,0,eng,"Letter, Comment",2026-01-11 18:47:59
41124641,Perioperative Durvalumab in Gastric Cancer. Reply.,"Janjigian Yelena Y, Heilbron Eric, Tabernero Josep",3,The New England journal of medicine,2025,10,22,2025 10 22,10.1056/NEJMc2511566,Correspondence,,0,,0,eng,"Letter, Comment",2026-01-11 18:47:59
41124640,Perioperative Durvalumab in Gastric Cancer.,Hoeppner Jens,1,The New England journal of medicine,2025,10,22,2025 10 22,10.1056/NEJMc2511566,Correspondence,,0,,0,eng,"Letter, Comment",2026-01-11 18:47:59
41124639,Perioperative Durvalumab in Gastric Cancer.,Li Shenglong,1,The New England journal of medicine,2025,10,22,2025 10 22,10.1056/NEJMc2511566,Correspondence,,0,,0,eng,"Letter, Comment",2026-01-11 18:47:59
41124638,Can AI Solve Primary Care?: NOS Episode 3.2.,,0,The New England journal of medicine,2025,10,22,2025 10 22,10.1056/NEJMp2514233,Correspondence,,0,,0,eng,Journal Article,2026-01-11 18:47:59
41124637,Resurgence of Zoonotic Highly Pathogenic Avian Influenza A(H5N1) Virus in Cambodia.,"Siegers Jurre Y, Xie Ruopeng, Edwards Kimberly M, Byrne Alexander M P, Hu Shu, Wang Ruixuan, Yann Sokhoun, Sin Sarath",35,The New England journal of medicine,2025,11,15,2025 11 15,10.1056/NEJMc2504302,Correspondence,,0,,0,eng,Letter,2026-01-11 18:47:59
41124635,"Case 30-2025: An 82-Year-Old Woman with Abdominal Distention, Edema, and Pleural Effusion.","Kanjee Zahir, Czawlytko Cynthia L, Cheung Pui W, Yee Andrew J, Ray Lauren J",5,The New England journal of medicine,2025,10,22,2025 10 22,10.1056/NEJMcpc2412538,Correspondence,,0,,0,eng,"Case Reports, Journal Article",2026-01-11 18:47:59
41124632,Common Diseases in Clinical Cohorts - Not Always What They Seem.,"Rahimov Fedik, Jacobs Benjamin M, Lee John S, Mahi Naim A, Blumenfeld Andrew, Alsheikh Ammar J, Abbasi Ali, Reppell Mark",15,The New England journal of medicine,2025,10,22,2025 10 22,10.1056/NEJMoa2405459,Correspondence,"Misdiagnosis or underdiagnosis of rare diseases in patients with diagnoses of common diseases can lead to delayed or inappropriate treatments, thereby complicating the management of both rare and common conditions. Despite advances in molecular diagnostic techniques, the effect of rare diseases on the diagnosis of common diseases in research and clinical trials has not been comprehensively investigated. We used exome- and genome-sequencing data from participants in the U.K. Biobank, a research study, and five clinical trials involving patients who had received a primary diagnosis of multiple sclerosis, inflammatory bowel disease, or atopic dermatitis to assess the incidence of monogenic rare diseases that often manifest with clinical symptoms overlapping with those of these common diseases. We identified 153 U.K. Biobank participants who carried a rare variant that contributes to a molecular diagnosis of a monogenic disorder - 53 of 1850 (2.86%) with a diagnosis of multiple sclerosis, 75 of 6681 (1.12%) with a diagnosis of inflammatory bowel disease, and 25 of 998 (2.50%) with a diagnosis of atopic dermatitis. We replicated the findings regarding such rare disease-causing variants in two independent cohorts - one including patients with a diagnosis of multiple sclerosis, and the other patients with a diagnosis of inflammatory bowel disease - who had undergone genome sequencing for research and for clinical trials, respectively. By combining genome and transcriptome analyses, we showed that molecular diagnosis can potentially elucidate mechanisms of inadequate response to therapeutic intervention. Our study shows the value of systematic genome sequencing in understanding the phenotypic heterogeneity of common diseases and identifying failure to diagnose rare diseases and highlights the benefits of deep molecular phenotyping in clinical trials and patient care. (Funded by AbbVie and NIHR Cambridge Biomedical Research Centre.).",1958,,0,eng,Journal Article,2026-01-11 18:47:59
41124233,"Sacituzumab Govitecan in Untreated, Advanced Triple-Negative Breast Cancer.","Cort&#xe9;s Javier, Punie Kevin, Barrios Carlos, Hurvitz Sara A, Schneeweiss Andreas, Sohn Joohyuk, Tokunaga Eriko, Brufsky Adam",18,The New England journal of medicine,2025,11,13,2025 11 13,10.1056/NEJMoa2511734,Correspondence,"Patients with previously untreated, locally advanced, unresectable or metastatic triple-negative breast cancer who are not candidates for inhibitors of programmed cell death protein 1 (PD-1) or programmed death ligand 1 (PD-L1) have limited treatment options. In this international, phase 3, open-label, randomized trial, we enrolled patients with previously untreated, advanced triple-negative breast cancer who were not candidates for PD-1 or PD-L1 inhibitors owing to previous use or coexisting conditions. Patients had either PD-L1-negative tumors with a combined positive score (CPS; the number of PD-L1-staining tumor cells, lymphocytes, and macrophages divided by the total number of viable tumor cells, multiplied by 100) of less than 10 or PD-L1-positive tumors with a CPS of 10 or higher and were assigned in a 1:1 ratio to receive sacituzumab govitecan or chemotherapy (paclitaxel, nanoparticle albumin-bound paclitaxel, or gemcitabine plus carboplatin). The primary end point was progression-free survival, assessed by blinded independent central review. Secondary end points included overall survival, objective response, the duration of response, and safety. Among 558 patients, median progression-free survival was 9.7 months (95% confidence interval [CI], 8.1 to 11.1) with sacituzumab govitecan and 6.9 months (95% CI, 5.6 to 8.2) with chemotherapy (stratified hazard ratio for disease progression or death, 0.62; 95% CI, 0.50 to 0.77; P<0.001). An objective response was confirmed in 48% of patients (95% CI, 42 to 54) who received sacituzumab govitecan and 46% (95% CI, 40 to 52) who received chemotherapy; the median response duration was 12.2 months (95% CI, 9.7 to 13.8) and 7.2 months (95% CI, 5.7 to 8.4), respectively. Adverse events of grade 3 or higher occurred in 66% of patients who received sacituzumab govitecan (most frequently neutropenia [in 43%], diarrhea [in 9%], and leukopenia [in 7%]) and in 62% of patients who received chemotherapy (most frequently neutropenia [in 41%], anemia [in 16%], and leukopenia [in 13%]). The incidence of adverse events that led to discontinuation of sacituzumab govitecan or at least one chemotherapy drug was 4% and 12%, respectively. Sacituzumab govitecan led to significantly longer progression-free survival than chemotherapy among patients with advanced triple-negative breast cancer who were not candidates for treatment with PD-1 or PD-L1 inhibitors. The incidence of adverse events of grade 3 or higher with sacituzumab govitecan was similar to that with chemotherapy, but adverse events were common. (Funded by Gilead Sciences; ASCENT-03 ClinicalTrials.gov number, NCT05382299.).",2656,,0,eng,"Journal Article, Randomized Controlled Trial, Clinical Trial, Phase III, Multicenter Study",2026-01-11 18:47:59
41124220,"Sacituzumab Tirumotecan in EGFR-TKI-Resistant, EGFR-Mutated Advanced NSCLC.","Fang Wenfeng, Wu Lin, Meng Xiangjiao, Yao Yu, Zuo Wei, Yao Wenxiu, Xie Yanyan, Zhang Yu",34,The New England journal of medicine,2025,12,30,2025 12 30,10.1056/NEJMoa2512071,Correspondence,"Sacituzumab tirumotecan (sac-TMT) is an antibody-drug conjugate targeting trophoblast cell-surface antigen 2 that has shown significant survival benefits in patients with EGFR-mutated non-small-cell lung cancer (NSCLC) that has progressed after epidermal growth factor receptor (EGFR) tyrosine kinase inhibitor (TKI) therapy and platinum-based chemotherapy. In this phase 3 trial, we enrolled patients with EGFR-mutated locally advanced or metastatic nonsquamous NSCLC that had progressed after EGFR-TKI therapy. The patients were randomly assigned, in a 1:1 ratio, to receive sac-TMT monotherapy or pemetrexed plus platinum-based chemotherapy. The primary end point was progression-free survival as assessed by blinded independent review. Overall survival was a hierarchically tested key secondary end point. In the interim analysis of progression-free survival as assessed by blinded independent review, sac-TMT monotherapy met the prespecified criterion for significance (two-sided P<0.0001); we report here the prespecified final analysis of progression-free survival and the preplanned interim analysis of overall survival. Overall, 376 patients underwent randomization, with 188 assigned to each group. After a median follow-up of 18.9 months, the median progression-free survival was 8.3 months in the sac-TMT group and 4.3 months in the chemotherapy group (hazard ratio for disease progression or death, 0.49; 95% confidence interval [CI], 0.39 to 0.62). Overall survival was significantly longer with sac-TMT than with chemotherapy (hazard ratio for death, 0.60; 95% CI, 0.44 to 0.82; two-sided P&#x2009;=&#x2009;0.001); 18-month overall survival was 65.8% and 48.0%, respectively. Treatment-related adverse events of grade 3 or higher occurred in 58.0% of patients receiving sac-TMT and in 53.8% of those receiving chemotherapy, with the most common being a decreased neutrophil count (39.9% vs. 33.0%); treatment-related serious adverse events occurred in 9.0% and 17.6%, respectively. In patients with EGFR-mutated advanced or metastatic NSCLC that had progressed after previous EGFR-TKI therapy, progression-free survival and overall survival outcomes were significantly better with sac-TMT than with platinum-based chemotherapy. (Funded by Sichuan Kelun-Biotech Biopharmaceutical; OptiTROP-Lung04 ClinicalTrials.gov number, NCT05870319.).",2352,,0,eng,"Journal Article, Randomized Controlled Trial, Clinical Trial, Phase III, Multicenter Study",2026-01-11 18:47:59
41124218,Belzutifan for Advanced Pheochromocytoma or Paraganglioma.,"Jimenez Camilo, Andreassen Mikkel, Durand Alice, Moog Sophie, Hendifar Andrew, Welin Staffan, Spada Francesca, Sharma Rohini",25,The New England journal of medicine,2025,11,19,2025 11 19,10.1056/NEJMoa2504964,Correspondence,"Pheochromocytoma and paraganglioma are neoplasms originating in the adrenal medulla and extraadrenal paraganglia, respectively. Most cases of metastatic pheochromocytoma and paraganglioma are driven by dysregulation of the hypoxia-inducible factor 2&#x3b1; (HIF-2&#x3b1;) pathway. Belzutifan is a HIF-2&#x3b1; inhibitor that may provide antitumor activity in patients with advanced pheochromocytoma or paraganglioma. We conducted a phase 2, international, single-group trial involving 72 participants with locally advanced or metastatic pheochromocytoma or paraganglioma that was not amenable to surgery or curative-intent treatment. Participants received belzutifan at a dose of 120 mg once daily until the occurrence of progression, unacceptable toxic effects, or withdrawal from the trial. The primary end point was confirmed objective response (complete or partial response) as assessed by blinded independent central review. Secondary and other key end points included the duration of response, disease control, progression-free survival as assessed by blinded independent central review, overall survival, safety, and a reduction from baseline in antihypertensive medication. At a median follow-up of 30.2 months (range, 23.3 to 37.6), the percentage of participants with a confirmed objective response was 26% (95% confidence interval [CI], 17 to 38) and the percentage of participants with disease control was 85% (95% CI, 74 to 92). The median duration of response was 20.4 months (95% CI, 8.3 to not reached), with a median duration of progression-free survival of 22.3 months (95% CI, 13.8 to not reached). Overall survival was 76% at 24 months. Among the 60 participants who were receiving antihypertensive medications, 19 (32%) had a reduction of at least 50% in the total daily dose of at least one antihypertensive medication for at least 6 months after starting treatment with belzutifan. Treatment-related adverse events occurred in 71 participants (99%); anemia of grade 3 was noted in 22% of the participants. Eight participants (11%) had treatment-related serious adverse events. Belzutifan showed antitumor activity with durable responses in participants with advanced pheochromocytoma or paraganglioma. (Funded by Merck Sharp and Dohme, a subsidiary of Merck [Rahway, NJ]; LITESPARK-015 ClinicalTrials.gov number, NCT04924075.).",2350,,0,eng,"Journal Article, Clinical Trial, Phase II, Multicenter Study",2026-01-11 18:47:59
